p1_fighter,p2_fighter,p1_KD,p2_KD,p1_SIG_STR,p2_SIG_STR,p1_SIG_STR_PCT,p2_SIG_STR_PCT,p1_TOTAL_STR,p2_TOTAL_STR,p1_TD,p2_TD,p1_TD_PCT,p2_TD_PCT,p1_SUB_ATT,p2_SUB_ATT,p1_REV,p2_REV,p1_CTRL,p2_CTRL,p1_R1_KD,p2_R1_KD,p1_R1_SIG_STR,p2_R1_SIG_STR,p1_R1_SIG_STR_PCT,p2_R1_SIG_STR_PCT,p1_R1_TOTAL_STR,p2_R1_TOTAL_STR,p1_R1_TD,p2_R1_TD,p1_R1_TD_PCT,p2_R1_TD_PCT,p1_R1_SUB_ATT,p2_R1_SUB_ATT,p1_R1_REV,p2_R1_REV,p1_R1_CTRL,p2_R1_CTRL,p1_SIG_STR_LANDED_ATTEMPTED,p2_SIG_STR_LANDED_ATTEMPTED,p1_SIG_STR_PCT_DETAILED,p2_SIG_STR_PCT_DETAILED,p1_HEAD_LANDED_ATTEMPTED,p2_HEAD_LANDED_ATTEMPTED,p1_BODY_LANDED_ATTEMPTED,p2_BODY_LANDED_ATTEMPTED,p1_LEG_LANDED_ATTEMPTED,p2_LEG_LANDED_ATTEMPTED,p1_DISTANCE_LANDED_ATTEMPTED,p2_DISTANCE_LANDED_ATTEMPTED,p1_CLINCH_LANDED_ATTEMPTED,p2_CLINCH_LANDED_ATTEMPTED,p1_GROUND_LANDED_ATTEMPTED,p2_GROUND_LANDED_ATTEMPTED,p1_R1_SIG_STR_LANDED_ATTEMPTED,p2_R1_SIG_STR_LANDED_ATTEMPTED,p1_R1_SIG_STR_PCT_DETAILED,p2_R1_SIG_STR_PCT_DETAILED,p1_R1_HEAD_LANDED_ATTEMPTED,p2_R1_HEAD_LANDED_ATTEMPTED,p1_R1_BODY_LANDED_ATTEMPTED,p2_R1_BODY_LANDED_ATTEMPTED,p1_R1_LEG_LANDED_ATTEMPTED,p2_R1_LEG_LANDED_ATTEMPTED,p1_R1_DISTANCE_LANDED_ATTEMPTED,p2_R1_DISTANCE_LANDED_ATTEMPTED,p1_R1_CLINCH_LANDED_ATTEMPTED,p2_R1_CLINCH_LANDED_ATTEMPTED,p1_R1_GROUND_LANDED_ATTEMPTED,p2_R1_GROUND_LANDED_ATTEMPTED,method,referee,winner,event_date
Ryan Couture,Al Iaquinta,0,0,45 of 155,80 of 177,29%,45%,47 of 158,86 of 183,0 of 6,4 of 4,0%,100%,0,0,0,0,1:08,0:53,0,0,17 of 53,29 of 62,32%,46%,17 of 53,30 of 63,0 of 0,2 of 2,---,100%,0,0,0,0,0:07,0:12,45 of 155,80 of 177,29%,45%,20 of 122,55 of 147,12 of 18,19 of 24,13 of 15,6 of 6,38 of 142,62 of 150,7 of 13,13 of 20,0 of 0,5 of 7,17 of 53,29 of 62,32%,46%,9 of 44,20 of 50,3 of 4,8 of 11,5 of 5,1 of 1,16 of 50,25 of 55,1 of 3,1 of 4,0 of 0,3 of 3,Decision - Unanimous,Yves Lavigne,0,"August 31, 2013"
Jared Hamman,Magnus Cedenblad,0,0,3 of 8,4 of 13,37%,30%,3 of 8,4 of 13,0 of 1,0 of 0,0%,---,0,1,0,0,0:01,0:08,0,0,3 of 8,4 of 13,37%,30%,3 of 8,4 of 13,0 of 1,0 of 0,0%,---,0,1,0,0,0:01,0:08,3 of 8,4 of 13,37%,30%,0 of 4,3 of 10,0 of 0,1 of 3,3 of 4,0 of 0,3 of 8,4 of 12,0 of 0,0 of 1,0 of 0,0 of 0,3 of 8,4 of 13,37%,30%,0 of 4,3 of 10,0 of 0,1 of 3,3 of 4,0 of 0,3 of 8,4 of 12,0 of 0,0 of 1,0 of 0,0 of 0,Submission,Al Wichgers,0,"August 31, 2013"
Carlos Condit,Martin Kampmann,1,0,100 of 235,35 of 97,42%,36%,147 of 282,43 of 108,0 of 2,6 of 15,0%,40%,2,0,1,0,1:16,5:23,0,0,7 of 15,5 of 10,46%,50%,32 of 40,12 of 20,0 of 0,4 of 5,---,80%,0,0,1,0,0:18,3:46,100 of 235,35 of 97,42%,36%,68 of 185,29 of 91,15 of 25,6 of 6,17 of 25,0 of 0,81 of 208,25 of 77,17 of 24,6 of 12,2 of 3,4 of 8,7 of 15,5 of 10,46%,50%,5 of 13,4 of 9,1 of 1,1 of 1,1 of 1,0 of 0,2 of 7,0 of 0,5 of 8,2 of 3,0 of 0,3 of 7,KO/TKO,Herb Dean,1,"August 28, 2013"
Donald Cerrone,Rafael Dos Anjos,0,1,40 of 80,39 of 109,50%,35%,43 of 83,58 of 128,1 of 1,2 of 6,100%,33%,0,0,0,0,1:00,3:50,0,1,11 of 22,17 of 40,50%,42%,11 of 22,28 of 51,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,2:07,40 of 80,39 of 109,50%,35%,9 of 34,21 of 78,21 of 34,14 of 25,10 of 12,4 of 6,37 of 77,30 of 91,3 of 3,1 of 1,0 of 0,8 of 17,11 of 22,17 of 40,50%,42%,2 of 8,12 of 31,5 of 10,4 of 7,4 of 4,1 of 2,10 of 21,9 of 25,1 of 1,0 of 0,0 of 0,8 of 15,Decision - Unanimous,Dan Miragliotta,0,"August 28, 2013"
Kelvin Gastelum,Brian Melancon,1,0,14 of 23,7 of 21,60%,33%,14 of 24,9 of 23,1 of 2,0 of 0,50%,---,1,0,0,0,0:30,0:00,1,0,14 of 23,7 of 21,60%,33%,14 of 24,9 of 23,1 of 2,0 of 0,50%,---,1,0,0,0,0:30,0:00,14 of 23,7 of 21,60%,33%,10 of 18,5 of 17,3 of 3,2 of 2,1 of 2,0 of 2,10 of 18,6 of 20,3 of 4,1 of 1,1 of 1,0 of 0,14 of 23,7 of 21,60%,33%,10 of 18,5 of 17,3 of 3,2 of 2,1 of 2,0 of 2,10 of 18,6 of 20,3 of 4,1 of 1,1 of 1,0 of 0,Submission,Rob Hinds,1,"August 28, 2013"
Court McGee,Robert Whittaker,0,0,88 of 305,48 of 184,28%,26%,99 of 318,49 of 185,1 of 8,0 of 0,12%,---,0,0,0,0,0:34,0:00,0,0,22 of 78,10 of 52,28%,19%,23 of 80,10 of 52,0 of 3,0 of 0,0%,---,0,0,0,0,0:11,0:00,88 of 305,48 of 184,28%,26%,41 of 213,48 of 181,28 of 63,0 of 3,19 of 29,0 of 0,84 of 296,47 of 181,4 of 9,1 of 3,0 of 0,0 of 0,22 of 78,10 of 52,28%,19%,7 of 48,10 of 49,6 of 18,0 of 3,9 of 12,0 of 0,22 of 75,10 of 51,0 of 3,0 of 1,0 of 0,0 of 0,Decision - Split,Herb Dean,1,"August 28, 2013"
Takeya Mizugaki,Erik Perez,0,0,39 of 106,37 of 113,36%,32%,59 of 126,49 of 127,2 of 5,5 of 11,40%,45%,1,0,0,0,2:40,4:38,0,0,11 of 33,16 of 35,33%,45%,21 of 43,21 of 41,1 of 2,3 of 5,50%,60%,0,0,0,0,0:45,2:07,39 of 106,37 of 113,36%,32%,32 of 97,17 of 81,6 of 8,18 of 29,1 of 1,2 of 3,30 of 89,24 of 96,6 of 13,12 of 16,3 of 4,1 of 1,11 of 33,16 of 35,33%,45%,10 of 31,9 of 25,0 of 1,7 of 9,1 of 1,0 of 1,11 of 32,13 of 31,0 of 1,2 of 3,0 of 0,1 of 1,Decision - Split,Gary Copeland,1,"August 28, 2013"
Brad Tavares,Robert McDaniel,0,0,30 of 79,14 of 56,37%,25%,38 of 87,35 of 78,0 of 1,1 of 3,0%,33%,0,0,0,0,1:37,4:42,0,0,9 of 30,6 of 19,30%,31%,12 of 33,6 of 19,0 of 0,0 of 2,---,0%,0,0,0,0,0:45,0:41,30 of 79,14 of 56,37%,25%,7 of 48,7 of 38,7 of 13,3 of 7,16 of 18,4 of 11,21 of 70,10 of 49,5 of 5,2 of 2,4 of 4,2 of 5,9 of 30,6 of 19,30%,31%,1 of 16,2 of 13,3 of 7,1 of 1,5 of 7,3 of 5,5 of 26,4 of 17,3 of 3,2 of 2,1 of 1,0 of 0,Decision - Unanimous,Dan Miragliotta,1,"August 28, 2013"
Dylan Andrews,Papy Abedi,0,0,20 of 45,19 of 40,44%,47%,21 of 46,27 of 48,2 of 5,3 of 5,40%,60%,0,3,0,0,1:09,5:12,0,0,0 of 5,8 of 14,0%,57%,0 of 5,8 of 14,2 of 3,3 of 4,66%,75%,0,1,0,0,0:28,2:50,20 of 45,19 of 40,44%,47%,12 of 35,12 of 28,4 of 4,5 of 9,4 of 6,2 of 3,13 of 35,11 of 30,3 of 4,0 of 0,4 of 6,8 of 10,0 of 5,8 of 14,0%,57%,0 of 5,4 of 7,0 of 0,2 of 4,0 of 0,2 of 3,0 of 5,5 of 11,0 of 0,0 of 0,0 of 0,3 of 3,KO/TKO,Herb Dean,1,"August 28, 2013"
Justin Edwards,Brandon Thatch,0,2,2 of 10,17 of 26,20%,65%,2 of 10,24 of 33,0 of 2,1 of 1,0%,100%,0,0,0,0,0:02,0:19,0,2,2 of 10,17 of 26,20%,65%,2 of 10,24 of 33,0 of 2,1 of 1,0%,100%,0,0,0,0,0:02,0:19,2 of 10,17 of 26,20%,65%,1 of 9,13 of 22,1 of 1,4 of 4,0 of 0,0 of 0,1 of 7,4 of 8,1 of 3,9 of 12,0 of 0,4 of 6,2 of 10,17 of 26,20%,65%,1 of 9,13 of 22,1 of 1,4 of 4,0 of 0,0 of 0,1 of 7,4 of 8,1 of 3,9 of 12,0 of 0,4 of 6,KO/TKO,Rob Hinds,0,"August 28, 2013"
Darren Elkins,Hatsu Hioki,0,0,48 of 144,31 of 69,33%,44%,100 of 205,73 of 114,2 of 5,1 of 1,40%,100%,0,0,0,1,6:57,1:30,0,0,14 of 50,21 of 41,28%,51%,16 of 52,43 of 64,0 of 3,0 of 0,0%,---,0,0,0,0,0:34,0:54,48 of 144,31 of 69,33%,44%,36 of 120,14 of 39,12 of 24,16 of 29,0 of 0,1 of 1,25 of 103,27 of 65,6 of 12,2 of 2,17 of 29,2 of 2,14 of 50,21 of 41,28%,51%,10 of 40,10 of 24,4 of 10,11 of 17,0 of 0,0 of 0,11 of 46,17 of 37,3 of 4,2 of 2,0 of 0,2 of 2,Decision - Unanimous,Dan Miragliotta,1,"August 28, 2013"
James Head,Jason High,0,0,0 of 1,1 of 6,0%,16%,0 of 1,8 of 13,0 of 0,1 of 1,---,100%,0,2,0,0,0:03,1:01,0,0,0 of 1,1 of 6,0%,16%,0 of 1,8 of 13,0 of 0,1 of 1,---,100%,0,2,0,0,0:03,1:01,0 of 1,1 of 6,0%,16%,0 of 1,1 of 5,0 of 0,0 of 1,0 of 0,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,1 of 3,0 of 1,1 of 6,0%,16%,0 of 1,1 of 5,0 of 0,0 of 1,0 of 0,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,1 of 3,Submission,Herb Dean,0,"August 28, 2013"
Zak Cummings,Ben Alloway,0,0,5 of 11,6 of 9,45%,66%,12 of 19,10 of 13,2 of 3,0 of 0,66%,---,1,0,0,0,3:00,0:00,0,0,5 of 11,6 of 9,45%,66%,12 of 19,10 of 13,2 of 3,0 of 0,66%,---,1,0,0,0,3:00,0:00,5 of 11,6 of 9,45%,66%,3 of 9,1 of 2,0 of 0,4 of 6,2 of 2,1 of 1,2 of 5,3 of 5,2 of 5,3 of 4,1 of 1,0 of 0,5 of 11,6 of 9,45%,66%,3 of 9,1 of 2,0 of 0,4 of 6,2 of 2,1 of 1,2 of 5,3 of 5,2 of 5,3 of 4,1 of 1,0 of 0,Submission,Gary Copeland,1,"August 28, 2013"
Roger Bowling,Abel Trujillo,0,0,43 of 104,50 of 123,41%,40%,47 of 108,57 of 130,4 of 5,1 of 1,80%,100%,3,0,0,0,2:15,1:36,0,0,13 of 33,24 of 53,39%,45%,15 of 35,28 of 57,1 of 1,1 of 1,100%,100%,2,0,0,0,0:43,1:26,43 of 104,50 of 123,41%,40%,34 of 92,42 of 115,6 of 9,3 of 3,3 of 3,5 of 5,38 of 98,35 of 104,1 of 2,7 of 10,4 of 4,8 of 9,13 of 33,24 of 53,39%,45%,11 of 29,17 of 46,1 of 3,2 of 2,1 of 1,5 of 5,11 of 31,15 of 42,0 of 0,4 of 6,2 of 2,5 of 5,Could Not Continue,Rob Hinds,0,"August 28, 2013"
Mauricio Rua,Chael Sonnen,0,0,0 of 1,5 of 9,0%,55%,9 of 10,58 of 70,0 of 1,2 of 3,0%,66%,0,2,0,0,0:50,3:49,0,0,0 of 1,5 of 9,0%,55%,9 of 10,58 of 70,0 of 1,2 of 3,0%,66%,0,2,0,0,0:50,3:49,0 of 1,5 of 9,0%,55%,0 of 1,3 of 7,0 of 0,2 of 2,0 of 0,0 of 0,0 of 0,0 of 1,0 of 1,1 of 1,0 of 0,4 of 7,0 of 1,5 of 9,0%,55%,0 of 1,3 of 7,0 of 0,2 of 2,0 of 0,0 of 0,0 of 0,0 of 1,0 of 1,1 of 1,0 of 0,4 of 7,Submission,Herb Dean,0,"August 17, 2013"
Alistair Overeem,Travis Browne,2,1,41 of 66,14 of 27,62%,51%,46 of 71,14 of 27,0 of 1,0 of 0,0%,---,0,0,0,0,2:15,0:02,2,1,41 of 66,14 of 27,62%,51%,46 of 71,14 of 27,0 of 1,0 of 0,0%,---,0,0,0,0,2:15,0:02,41 of 66,14 of 27,62%,51%,21 of 44,8 of 19,18 of 20,6 of 7,2 of 2,0 of 1,5 of 11,9 of 21,25 of 37,3 of 4,11 of 18,2 of 2,41 of 66,14 of 27,62%,51%,21 of 44,8 of 19,18 of 20,6 of 7,2 of 2,0 of 1,5 of 11,9 of 21,25 of 37,3 of 4,11 of 18,2 of 2,KO/TKO,Mario Yamasaki,0,"August 17, 2013"
Urijah Faber,Iuri Alcantara,0,0,54 of 79,8 of 23,68%,34%,127 of 155,25 of 43,4 of 5,1 of 1,80%,100%,0,1,0,0,10:08,2:32,0,0,19 of 33,6 of 13,57%,46%,40 of 54,22 of 32,1 of 1,1 of 1,100%,100%,0,1,0,0,2:18,2:32,54 of 79,8 of 23,68%,34%,53 of 77,5 of 17,1 of 1,3 of 5,0 of 1,0 of 1,3 of 7,2 of 10,0 of 0,0 of 0,51 of 72,6 of 13,19 of 33,6 of 13,57%,46%,19 of 33,3 of 10,0 of 0,3 of 3,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,19 of 32,6 of 13,Decision - Unanimous,,1,"August 17, 2013"
Matt Brown,Mike Pyle,1,0,10 of 18,0 of 3,55%,0%,10 of 18,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,1,0,10 of 18,0 of 3,55%,0%,10 of 18,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,10 of 18,0 of 3,55%,0%,8 of 15,0 of 3,1 of 2,0 of 0,1 of 1,0 of 0,4 of 11,0 of 3,1 of 1,0 of 0,5 of 6,0 of 0,10 of 18,0 of 3,55%,0%,8 of 15,0 of 3,1 of 2,0 of 0,1 of 1,0 of 0,4 of 11,0 of 3,1 of 1,0 of 0,5 of 6,0 of 0,KO/TKO,Kevin MacDonald,1,"August 17, 2013"
Uriah Hall,John Howard,0,0,41 of 62,33 of 61,66%,54%,59 of 82,92 of 126,2 of 8,2 of 6,25%,33%,0,1,0,0,4:53,3:47,0,0,15 of 20,9 of 22,75%,40%,27 of 34,26 of 39,1 of 3,0 of 1,33%,0%,0,0,0,0,2:27,0:37,41 of 62,33 of 61,66%,54%,17 of 35,10 of 31,8 of 9,6 of 12,16 of 18,17 of 18,19 of 37,18 of 41,15 of 16,10 of 14,7 of 9,5 of 6,15 of 20,9 of 22,75%,40%,8 of 13,3 of 11,3 of 3,2 of 7,4 of 4,4 of 4,10 of 15,6 of 19,3 of 3,3 of 3,2 of 2,0 of 0,Decision - Split,Mario Yamasaki,0,"August 17, 2013"
Joe Lauzon,Michael Johnson,0,2,25 of 109,116 of 255,22%,45%,28 of 112,119 of 259,0 of 4,2 of 2,0%,100%,0,0,0,0,0:28,1:01,0,2,7 of 26,42 of 94,26%,44%,7 of 26,42 of 94,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:13,25 of 109,116 of 255,22%,45%,24 of 108,81 of 208,1 of 1,23 of 35,0 of 0,12 of 12,23 of 107,103 of 232,2 of 2,11 of 18,0 of 0,2 of 5,7 of 26,42 of 94,26%,44%,7 of 26,25 of 73,0 of 0,11 of 15,0 of 0,6 of 6,7 of 26,40 of 89,0 of 0,2 of 3,0 of 0,0 of 2,Decision - Unanimous,Yves Lavigne,0,"August 17, 2013"
Brad Pickett,Michael McDonald,0,2,17 of 78,51 of 87,21%,58%,61 of 124,54 of 90,1 of 1,0 of 1,100%,0%,0,2,0,0,2:21,0:29,0,2,11 of 47,42 of 69,23%,60%,12 of 48,45 of 72,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:29,17 of 78,51 of 87,21%,58%,16 of 73,44 of 79,0 of 2,4 of 5,1 of 3,3 of 3,13 of 67,43 of 73,0 of 1,5 of 9,4 of 10,3 of 5,11 of 47,42 of 69,23%,60%,10 of 43,36 of 62,0 of 2,3 of 4,1 of 2,3 of 3,11 of 46,34 of 55,0 of 1,5 of 9,0 of 0,3 of 5,Submission,,0,"August 17, 2013"
Conor McGregor,Max Holloway,0,0,53 of 153,23 of 93,34%,24%,71 of 173,32 of 104,4 of 5,0 of 0,80%,---,0,0,0,0,6:28,0:00,0,0,27 of 87,14 of 51,31%,27%,28 of 88,14 of 51,0 of 1,0 of 0,0%,---,0,0,0,0,0:05,0:00,53 of 153,23 of 93,34%,24%,34 of 113,10 of 71,4 of 17,1 of 4,15 of 23,12 of 18,42 of 135,22 of 92,2 of 2,1 of 1,9 of 16,0 of 0,27 of 87,14 of 51,31%,27%,16 of 59,7 of 40,2 of 13,0 of 1,9 of 15,7 of 10,26 of 86,13 of 50,1 of 1,1 of 1,0 of 0,0 of 0,Decision - Unanimous,Herb Dean,1,"August 17, 2013"
Mike Brown,Steven Siler,0,1,3 of 3,6 of 16,100%,37%,3 of 3,6 of 17,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:06,0,1,3 of 3,6 of 16,100%,37%,3 of 3,6 of 17,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:06,3 of 3,6 of 16,100%,37%,2 of 2,5 of 15,0 of 0,0 of 0,1 of 1,1 of 1,3 of 3,2 of 8,0 of 0,0 of 0,0 of 0,4 of 8,3 of 3,6 of 16,100%,37%,2 of 2,5 of 15,0 of 0,0 of 0,1 of 1,1 of 1,3 of 3,2 of 8,0 of 0,0 of 0,0 of 0,4 of 8,KO/TKO,Yves Lavigne,0,"August 17, 2013"
Diego Brandao,Daniel Pineda,0,0,42 of 86,61 of 160,48%,38%,64 of 108,88 of 195,8 of 10,0 of 8,80%,0%,0,0,0,1,4:26,2:48,0,0,28 of 49,18 of 69,57%,26%,28 of 49,18 of 69,1 of 2,0 of 4,50%,0%,0,0,0,0,0:29,0:04,42 of 86,61 of 160,48%,38%,31 of 66,47 of 141,9 of 17,12 of 17,2 of 3,2 of 2,35 of 72,33 of 117,1 of 1,4 of 4,6 of 13,24 of 39,28 of 49,18 of 69,57%,26%,20 of 34,11 of 58,6 of 12,5 of 9,2 of 3,2 of 2,26 of 45,18 of 69,1 of 1,0 of 0,1 of 3,0 of 0,Decision - Unanimous,Mario Yamasaki,1,"August 17, 2013"
Manvel Gamburyan,Cole Miller,0,0,23 of 62,32 of 112,37%,28%,84 of 126,94 of 175,5 of 7,0 of 0,71%,---,0,0,0,0,7:51,0:06,0,0,6 of 23,11 of 48,26%,22%,11 of 28,16 of 53,1 of 1,0 of 0,100%,---,0,0,0,0,1:28,0:00,23 of 62,32 of 112,37%,28%,12 of 45,28 of 105,3 of 7,4 of 7,8 of 10,0 of 0,15 of 47,22 of 101,2 of 4,8 of 9,6 of 11,2 of 2,6 of 23,11 of 48,26%,22%,5 of 19,11 of 46,0 of 2,0 of 2,1 of 2,0 of 0,3 of 20,8 of 45,1 of 1,1 of 1,2 of 2,2 of 2,Decision - Unanimous,Yves Lavigne,1,"August 17, 2013"
Cody Donovan,Ovince Saint Preux,0,0,10 of 15,6 of 11,66%,54%,18 of 23,8 of 13,0 of 3,0 of 0,0%,---,0,0,0,0,1:13,0:10,0,0,10 of 15,6 of 11,66%,54%,18 of 23,8 of 13,0 of 3,0 of 0,0%,---,0,0,0,0,1:13,0:10,10 of 15,6 of 11,66%,54%,2 of 6,6 of 11,8 of 9,0 of 0,0 of 0,0 of 0,1 of 3,0 of 3,9 of 12,0 of 1,0 of 0,6 of 7,10 of 15,6 of 11,66%,54%,2 of 6,6 of 11,8 of 9,0 of 0,0 of 0,0 of 0,1 of 3,0 of 3,9 of 12,0 of 1,0 of 0,6 of 7,KO/TKO,Herb Dean,0,"August 17, 2013"
Ramsey Nijem,James Vick,0,0,0 of 2,0 of 0,0%,---,0 of 2,0 of 0,1 of 2,0 of 0,50%,---,0,1,0,0,0:22,0:17,0,0,0 of 2,0 of 0,0%,---,0 of 2,0 of 0,1 of 2,0 of 0,50%,---,0,1,0,0,0:22,0:17,0 of 2,0 of 0,0%,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0%,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,Submission,Kevin MacDonald,0,"August 17, 2013"
Jose Aldo,Chan Sung Jung,0,0,32 of 87,17 of 117,36%,14%,43 of 99,42 of 145,5 of 6,0 of 0,83%,---,0,0,0,0,5:00,0:03,0,0,6 of 22,3 of 37,27%,8%,6 of 22,3 of 37,1 of 1,0 of 0,100%,---,0,0,0,0,0:02,0:00,32 of 87,17 of 117,36%,14%,24 of 77,13 of 106,7 of 8,2 of 5,1 of 2,2 of 6,28 of 78,14 of 112,0 of 0,3 of 4,4 of 9,0 of 1,6 of 22,3 of 37,27%,8%,3 of 17,2 of 32,2 of 3,0 of 2,1 of 2,1 of 3,6 of 22,3 of 37,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,Herb Dean,1,"August 03, 2013"
Lyoto Machida,Phil Davis,0,0,27 of 61,21 of 90,44%,23%,27 of 61,29 of 98,0 of 0,2 of 10,---,20%,0,0,0,0,0:22,1:11,0,0,10 of 20,8 of 23,50%,34%,10 of 20,12 of 27,0 of 0,1 of 2,---,50%,0,0,0,0,0:00,0:51,27 of 61,21 of 90,44%,23%,12 of 31,4 of 50,11 of 20,8 of 25,4 of 10,9 of 15,26 of 58,15 of 76,1 of 3,1 of 3,0 of 0,5 of 11,10 of 20,8 of 23,50%,34%,4 of 11,1 of 12,3 of 4,4 of 7,3 of 5,3 of 4,10 of 20,6 of 19,0 of 0,0 of 0,0 of 0,2 of 4,Decision - Unanimous,Leon Roberts,0,"August 03, 2013"
Cezar Ferreira,Thiago Santos,0,0,3 of 5,0 of 1,60%,0%,3 of 5,0 of 1,0 of 0,0 of 1,---,0%,1,0,0,0,0:07,0:04,0,0,3 of 5,0 of 1,60%,0%,3 of 5,0 of 1,0 of 0,0 of 1,---,0%,1,0,0,0,0:07,0:04,3 of 5,0 of 1,60%,0%,3 of 4,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,3 of 5,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,3 of 5,0 of 1,60%,0%,3 of 4,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,3 of 5,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,Submission,Mario Yamasaki,1,"August 03, 2013"
Thales Leites,Tom Watson,0,0,51 of 91,33 of 67,56%,49%,98 of 141,36 of 70,5 of 9,0 of 0,55%,---,3,0,0,0,10:03,1:14,0,0,18 of 29,10 of 19,62%,52%,50 of 62,10 of 19,1 of 2,0 of 0,50%,---,1,0,0,0,3:45,0:04,51 of 91,33 of 67,56%,49%,47 of 85,19 of 48,2 of 4,2 of 5,2 of 2,12 of 14,24 of 62,26 of 54,8 of 10,7 of 13,19 of 19,0 of 0,18 of 29,10 of 19,62%,52%,17 of 27,5 of 11,0 of 1,0 of 2,1 of 1,5 of 6,4 of 15,9 of 18,0 of 0,1 of 1,14 of 14,0 of 0,Decision - Unanimous,Herb Dean,1,"August 03, 2013"
John Lineker,Jose Maria,0,0,22 of 58,19 of 36,37%,52%,29 of 65,25 of 44,2 of 2,1 of 5,100%,20%,0,1,0,0,0:51,0:33,0,0,12 of 38,16 of 28,31%,57%,18 of 44,22 of 36,2 of 2,1 of 4,100%,25%,0,1,0,0,0:31,0:33,22 of 58,19 of 36,37%,52%,17 of 47,9 of 17,5 of 11,3 of 9,0 of 0,7 of 10,7 of 29,13 of 29,5 of 8,4 of 5,10 of 21,2 of 2,12 of 38,16 of 28,31%,57%,9 of 30,8 of 13,3 of 8,2 of 6,0 of 0,6 of 9,6 of 23,11 of 22,4 of 7,3 of 4,2 of 8,2 of 2,KO/TKO,Leon Roberts,1,"August 03, 2013"
Vinny Magalhaes,Anthony Perosh,0,1,1 of 1,8 of 13,100%,61%,1 of 1,8 of 13,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:06,0,1,1 of 1,8 of 13,100%,61%,1 of 1,8 of 13,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:06,1 of 1,8 of 13,100%,61%,1 of 1,8 of 13,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,7 of 12,1 of 1,8 of 13,100%,61%,1 of 1,8 of 13,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,7 of 12,KO/TKO,Mario Yamasaki,0,"August 03, 2013"
Amanda Nunes,Sheila Gaff,0,0,10 of 16,3 of 8,62%,37%,16 of 25,5 of 10,2 of 3,0 of 0,66%,---,0,0,0,0,1:38,0:12,0,0,10 of 16,3 of 8,62%,37%,16 of 25,5 of 10,2 of 3,0 of 0,66%,---,0,0,0,0,1:38,0:12,10 of 16,3 of 8,62%,37%,9 of 14,1 of 4,1 of 2,2 of 3,0 of 0,0 of 1,1 of 3,1 of 5,0 of 0,2 of 3,9 of 13,0 of 0,10 of 16,3 of 8,62%,37%,9 of 14,1 of 4,1 of 2,2 of 3,0 of 0,0 of 1,1 of 3,1 of 5,0 of 0,2 of 3,9 of 13,0 of 0,KO/TKO,Herb Dean,1,"August 03, 2013"
Sergio Moraes,Neil Magny,0,0,13 of 20,7 of 29,65%,24%,13 of 20,9 of 31,1 of 1,0 of 0,100%,---,1,0,0,0,1:06,0:21,0,0,13 of 20,7 of 29,65%,24%,13 of 20,9 of 31,1 of 1,0 of 0,100%,---,1,0,0,0,1:06,0:21,13 of 20,7 of 29,65%,24%,12 of 19,6 of 27,0 of 0,0 of 1,1 of 1,1 of 1,4 of 9,7 of 29,0 of 0,0 of 0,9 of 11,0 of 0,13 of 20,7 of 29,65%,24%,12 of 19,6 of 27,0 of 0,0 of 1,1 of 1,1 of 1,4 of 9,7 of 29,0 of 0,0 of 0,9 of 11,0 of 0,Submission,Leon Roberts,1,"August 03, 2013"
